ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Cluster
GOCC_PALMITOYLTRANSFERASE_COMPLEX	GOCC_PALMITOYLTRANSFERASE_COMPLEX	2/52	10/16462	0.000433320537427547	0.0239138771592828	0.01659161531466	SPTLC2/SPTSSA	2	6
GOMF_METAL_ION_PROTON_ANTIPORTER_ACTIVITY	GOMF_METAL_ION_PROTON_ANTIPORTER_ACTIVITY	2/52	10/16462	0.000433320537427547	0.0239138771592828	0.01659161531466	SLC9A6/SLC9A7	2	6
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS	GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS	3/52	48/16462	0.000465086201140095	0.0241571244474532	0.0167603819853582	MMAB/MGST3/GSTM4	3	6
GOMF_POTASSIUM_ION_ANTIPORTER_ACTIVITY	GOMF_POTASSIUM_ION_ANTIPORTER_ACTIVITY	2/52	11/16462	0.000528543253295968	0.0243204672994319	0.0168737103990813	SLC9A6/SLC9A7	2	6
GOBP_SPHINGOSINE_BIOSYNTHETIC_PROCESS	GOBP_SPHINGOSINE_BIOSYNTHETIC_PROCESS	2/52	12/16462	0.000632969886282033	0.0243204672994319	0.0168737103990813	SPTLC2/SPTSSA	2	6
GOMF_PHOSPHATIDATE_PHOSPHATASE_ACTIVITY	GOMF_PHOSPHATIDATE_PHOSPHATASE_ACTIVITY	2/52	12/16462	0.000632969886282033	0.0243204672994319	0.0168737103990813	PLPPR3/PLPPR1	2	6
GOBP_SPHINGOLIPID_METABOLIC_PROCESS	GOBP_SPHINGOLIPID_METABOLIC_PROCESS	4/52	127/16462	0.000686845546887077	0.0243204672994319	0.0168737103990813	SPTLC2/TM9SF2/SPTSSA/SERINC1	4	6
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	4/52	128/16462	0.000707358010160519	0.0243204672994319	0.0168737103990813	SYT11/CD200/CD200R1/FNDC4	4	6
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	5/52	227/16462	0.000731621149342662	0.0243204672994319	0.0168737103990813	SYT11/CD200/THBD/CD200R1/FNDC4	5	6
GOBP_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	GOBP_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	2/52	13/16462	0.000746543588253063	0.0243204672994319	0.0168737103990813	SLC9A6/SLC9A7	2	6
GOBP_XENOBIOTIC_CATABOLIC_PROCESS	GOBP_XENOBIOTIC_CATABOLIC_PROCESS	2/52	13/16462	0.000746543588253063	0.0243204672994319	0.0168737103990813	GSTM4/ACSL1	2	6
GOMF_C_ACYLTRANSFERASE_ACTIVITY	GOMF_C_ACYLTRANSFERASE_ACTIVITY	2/52	13/16462	0.000746543588253063	0.0243204672994319	0.0168737103990813	SPTLC2/SPTSSA	2	6
GOMF_CARBON_SULFUR_LYASE_ACTIVITY	GOMF_CARBON_SULFUR_LYASE_ACTIVITY	2/52	13/16462	0.000746543588253063	0.0243204672994319	0.0168737103990813	MGST3/GSTM4	2	6
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	3/52	57/16462	0.000771203946074852	0.0243204672994319	0.0168737103990813	SLC9A6/ATP1B3/SLC9A7	3	6
GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	2/52	14/16462	0.000869207766430548	0.0255836819252725	0.0177501375460554	CD200/CD200R1	2	6
GOMF_LIPID_PHOSPHATASE_ACTIVITY	GOMF_LIPID_PHOSPHATASE_ACTIVITY	2/52	14/16462	0.000869207766430548	0.0255836819252725	0.0177501375460554	PLPPR3/PLPPR1	2	6
GOMF_SOLUTE_PROTON_ANTIPORTER_ACTIVITY	GOMF_SOLUTE_PROTON_ANTIPORTER_ACTIVITY	2/52	15/16462	0.00100090608239397	0.0285096797017379	0.0197802152785497	SLC9A6/SLC9A7	2	6
GOMF_GLUTATHIONE_TRANSFERASE_ACTIVITY	GOMF_GLUTATHIONE_TRANSFERASE_ACTIVITY	2/52	16/16462	0.00114158245108814	0.0315005407597133	0.0218552956096479	MGST3/GSTM4	2	6
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	3/52	67/16462	0.00123488595255527	0.0330425544274637	0.0229251554828442	GSTM4/FADS2/ACSL1	3	6
GOBP_INTERLEUKIN_6_PRODUCTION	GOBP_INTERLEUKIN_6_PRODUCTION	3/52	69/16462	0.0013446183288804	0.034920528952982	0.024228107350105	SYT11/CD200/CD200R1	3	6
GOBP_SPHINGOID_METABOLIC_PROCESS	GOBP_SPHINGOID_METABOLIC_PROCESS	2/52	18/16462	0.00144964626734383	0.0356935708704346	0.0247644492419299	SPTLC2/SPTSSA	2	6
GOBP_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	GOBP_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	3/52	71/16462	0.0014603050387632	0.0356935708704346	0.0247644492419299	SLC9A6/ATP1B3/SLC9A7	3	6
GOBP_FATTY_ACID_METABOLIC_PROCESS	GOBP_FATTY_ACID_METABOLIC_PROCESS	5/52	268/16462	0.00153317473421334	0.0356935708704346	0.0247644492419299	SCD/MSMO1/GSTM4/FADS2/ACSL1	5	6
GOBP_DIOL_BIOSYNTHETIC_PROCESS	GOBP_DIOL_BIOSYNTHETIC_PROCESS	2/52	19/16462	0.00161692280273769	0.0356935708704346	0.0247644492419299	SPTLC2/SPTSSA	2	6
GOBP_REGULATION_OF_MACROPHAGE_MIGRATION	GOBP_REGULATION_OF_MACROPHAGE_MIGRATION	2/52	19/16462	0.00161692280273769	0.0356935708704346	0.0247644492419299	CD200/CD200R1	2	6
GOMF_LYSOPHOSPHOLIPID_ACYLTRANSFERASE_ACTIVITY	GOMF_LYSOPHOSPHOLIPID_ACYLTRANSFERASE_ACTIVITY	2/52	19/16462	0.00161692280273769	0.0356935708704346	0.0247644492419299	AGPAT4/MBOAT7	2	6
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS	GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS	4/52	164/16462	0.00177200176868993	0.0381628673598342	0.0264776644256107	SPTLC2/TM9SF2/SPTSSA/SERINC1	4	6
GOBP_REGULATION_OF_T_CELL_MIGRATION	GOBP_REGULATION_OF_T_CELL_MIGRATION	2/52	21/16462	0.00197768971983625	0.0392216071957275	0.0272122255324711	CD200/CD200R1	2	6
GOMF_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY	GOMF_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY	2/52	21/16462	0.00197768971983625	0.0392216071957275	0.0272122255324711	AGPAT4/MBOAT7	2	6
GOMF_CATION_CATION_ANTIPORTER_ACTIVITY	GOMF_CATION_CATION_ANTIPORTER_ACTIVITY	2/52	21/16462	0.00197768971983625	0.0392216071957275	0.0272122255324711	SLC9A6/SLC9A7	2	6
GOBP_GLYCEROLIPID_METABOLIC_PROCESS	GOBP_GLYCEROLIPID_METABOLIC_PROCESS	5/52	288/16462	0.0021011132689228	0.0392216071957275	0.0272122255324711	AGPAT4/MBOAT7/ABCA3/ACSL1/SERINC1	5	6
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE	GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE	4/52	172/16462	0.00210817190346911	0.0392216071957275	0.0272122255324711	SYT11/CD200/CD200R1/FNDC4	4	6
GOBP_CERAMIDE_METABOLIC_PROCESS	GOBP_CERAMIDE_METABOLIC_PROCESS	3/52	81/16462	0.00213209189738949	0.0392216071957275	0.0272122255324711	SPTLC2/TM9SF2/SPTSSA	3	6
GOCC_RECYCLING_ENDOSOME_MEMBRANE	GOCC_RECYCLING_ENDOSOME_MEMBRANE	3/52	81/16462	0.00213209189738949	0.0392216071957275	0.0272122255324711	SYT11/SLC9A6/SLC9A7	3	6
GOMF_ACYLTRANSFERASE_ACTIVITY	GOMF_ACYLTRANSFERASE_ACTIVITY	4/52	176/16462	0.00229176643503121	0.0402961144941899	0.0279577262151976	SPTLC2/AGPAT4/MBOAT7/SPTSSA	4	6
GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	3/52	84/16462	0.00236530324129747	0.0402961144941899	0.0279577262151976	SPTLC2/TM9SF2/SPTSSA	3	6
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	2/52	23/16462	0.00237304411517313	0.0402961144941899	0.0279577262151976	CD200/CD200R1	2	6
GOCC_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	GOCC_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	2/52	23/16462	0.00237304411517313	0.0402961144941899	0.0279577262151976	CNTNAP1/SYT11	2	6
GOBP_REGULATION_OF_CELL_ACTIVATION	GOBP_REGULATION_OF_CELL_ACTIVATION	5/52	298/16462	0.00243668922868458	0.0405961620552544	0.0281659013126996	SLC7A1/SYT11/HHLA2/CD200/THBD	5	6
GOBP_DIOL_METABOLIC_PROCESS	GOBP_DIOL_METABOLIC_PROCESS	2/52	25/16462	0.00280255225707085	0.0449937025998828	0.0312169457151241	SPTLC2/SPTSSA	2	6
GOBP_MACROPHAGE_MIGRATION	GOBP_MACROPHAGE_MIGRATION	2/52	25/16462	0.00280255225707085	0.0449937025998828	0.0312169457151241	CD200/CD200R1	2	6
GOMF_SOLUTE_CATION_ANTIPORTER_ACTIVITY	GOMF_SOLUTE_CATION_ANTIPORTER_ACTIVITY	2/52	26/16462	0.00302997951275787	0.0477762841029501	0.0331475202335542	SLC9A6/SLC9A7	2	6
GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION	GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION	2/52	27/16462	0.00326578432732074	0.0497187510521416	0.0344952173956564	SYT11/CD200	2	6
GOBP_T_CELL_MIGRATION	GOBP_T_CELL_MIGRATION	2/52	27/16462	0.00326578432732074	0.0497187510521416	0.0344952173956564	CD200/CD200R1	2	6
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	3/52	95/16462	0.00335326620122248	0.0501853229776178	0.0348189282624707	GPR35/TSPAN13/STRIT1	3	6
GOBP_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	GOBP_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	3/52	96/16462	0.00345378230446447	0.0508281629140354	0.0352649351087424	SLC9A6/ATP1B3/SLC9A7	3	6
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	3/52	98/16462	0.00366031887526991	0.0529846158502186	0.036761097246024	SPTLC2/MSMO1/SPTSSA	3	6
GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS	GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS	3/52	100/16462	0.00387426380550342	0.0551770151654762	0.0382821992326484	SCD/GSTM4/FADS2	3	6
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	4/52	206/16462	0.00403311834338158	0.056507834676784	0.0392055311222367	SCD/MGST3/GSTM4/FADS2	4	6
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	3/52	102/16462	0.00409569809661854	0.056507834676784	0.0392055311222367	SYT11/CD200/THBD	3	6
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	4/52	209/16462	0.0042455197334886	0.0565610310667291	0.0392424391498317	SPTLC2/AGPAT4/MBOAT7/SERINC1	4	6
GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION	GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION	2/52	31/16462	0.00429172036406665	0.0565610310667291	0.0392424391498317	CD200/CD200R1	2	6
GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	2/52	31/16462	0.00429172036406665	0.0565610310667291	0.0392424391498317	SCD/FADS2	2	6
GOBP_HETEROTYPIC_CELL_CELL_ADHESION	GOBP_HETEROTYPIC_CELL_CELL_ADHESION	2/52	33/16462	0.00485358398727485	0.0612244951537671	0.0424779831668265	CD200/CD200R1	2	6
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	2/52	33/16462	0.00485358398727485	0.0612244951537671	0.0424779831668265	LEPROT/TMEM35A	2	6
GOMF_PALMITOYLTRANSFERASE_ACTIVITY	GOMF_PALMITOYLTRANSFERASE_ACTIVITY	2/52	33/16462	0.00485358398727485	0.0612244951537671	0.0424779831668265	SPTLC2/SPTSSA	2	6
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN	3/52	110/16462	0.00505786863110223	0.062902788750187	0.0436423950081764	SCD/MSMO1/FADS2	3	6
GOMF_O_ACYLTRANSFERASE_ACTIVITY	GOMF_O_ACYLTRANSFERASE_ACTIVITY	2/52	35/16462	0.0054474907921694	0.0668074217984109	0.0463514567403888	AGPAT4/MBOAT7	2	6
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	3/52	116/16462	0.0058617665499808	0.0709032858031924	0.049193195848433	SLC9A6/ATP1B3/SLC9A7	3	6
GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS	GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS	3/52	117/16462	0.00600275267245645	0.0714998073974673	0.0496070667048054	SPTLC2/TM9SF2/SPTSSA	3	6
GOMF_IMMUNE_RECEPTOR_ACTIVITY	GOMF_IMMUNE_RECEPTOR_ACTIVITY	2/52	37/16462	0.00607303007339756	0.0714998073974673	0.0496070667048054	GPR35/CD200R1	2	6
GOCC_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX	GOCC_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX	5/44	16/16462	4.61003626320945e-10	2.8305622656106e-07	1.84401450528378e-07	SUCLG1/BCKDHA/BCKDHB/SUCLA2/FH	5	7
GOCC_OXIDOREDUCTASE_COMPLEX	GOCC_OXIDOREDUCTASE_COMPLEX	6/44	105/16462	3.38062186267454e-07	0.000103785091184108	6.76124372534909e-05	NDUFA8/BCKDHA/NDUFA4/FOXRED1/BCKDHB/GPD2	6	7
GOBP_CELLULAR_RESPIRATION	GOBP_CELLULAR_RESPIRATION	7/44	199/16462	8.90594688060942e-07	0.000182275046156473	0.000118745958408126	NDUFA8/SUCLG1/NDUFA4/SUCLA2/FH/ETFDH/GPD2	7	7
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H	5/44	72/16462	1.32196611419506e-06	0.000202921798528942	0.000132196611419506	NDUFA8/CYB5R1/AKR1C2/AKR1C1/NDUFA4	5	7
GOCC_MITOCHONDRIAL_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX	GOCC_MITOCHONDRIAL_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX	3/44	11/16462	2.89594510546244e-06	0.000355622058950788	0.000231675608436995	SUCLG1/BCKDHA/BCKDHB	3	7
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	7/44	258/16462	5.00074641343727e-06	0.000473243403281282	0.000308301891388457	NDUFA8/SUCLG1/BCKDHA/NDUFA4/FOXRED1/BCKDHB/GRPEL1	7	7
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	7/44	261/16462	5.395283099298e-06	0.000473243403281282	0.000308301891388457	NDUFA8/SUCLG1/NDUFA4/SUCLA2/FH/ETFDH/GPD2	7	7
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	7/44	271/16462	6.9028332129308e-06	0.000503013443305368	0.000327696054270598	GNPDA1/BCKDHA/BCKDHB/CRAT/ETFDH/GPD2/ALDH5A1	7	7
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS	GOBP_ORGANIC_ACID_CATABOLIC_PROCESS	6/44	178/16462	7.37316122108845e-06	0.000503013443305368	0.000327696054270598	GNPDA1/BCKDHA/BCKDHB/CRAT/ETFDH/ALDH5A1	6	7
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	4/44	56/16462	1.47324190105985e-05	0.000904570527250746	0.000589296760423939	NDUFA8/AKR1C2/AKR1C1/NDUFA4	4	7
GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS	GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS	4/44	66/16462	2.8352699434152e-05	0.00158259613205176	0.00103100725215098	AKR1C2/AKR1C1/PRTFDC1/APRT	4	7
GOBP_TRICARBOXYLIC_ACID_CYCLE	GOBP_TRICARBOXYLIC_ACID_CYCLE	3/44	30/16462	6.87736233546559e-05	0.00311094428408927	0.00202667380070962	SUCLG1/SUCLA2/FH	3	7
GOBP_SUCCINATE_METABOLIC_PROCESS	GOBP_SUCCINATE_METABOLIC_PROCESS	2/44	5/16462	6.94647501223213e-05	0.00311094428408927	0.00202667380070962	SUCLA2/ALDH5A1	2	7
GOBP_AEROBIC_RESPIRATION	GOBP_AEROBIC_RESPIRATION	5/44	164/16462	7.32385651575338e-05	0.00311094428408927	0.00202667380070962	NDUFA8/SUCLG1/NDUFA4/SUCLA2/FH	5	7
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	3/44	31/16462	7.60002675266108e-05	0.00311094428408927	0.00202667380070962	BCKDHA/BCKDHB/ALDH5A1	3	7
GOBP_PURINE_RIBONUCLEOSIDE_SALVAGE	GOBP_PURINE_RIBONUCLEOSIDE_SALVAGE	2/44	6/16462	0.000104019965237538	0.00375695639152049	0.00244752859382442	PRTFDC1/APRT	2	7
GOCC_MITOCHONDRIAL_ALPHA_KETOGLUTARATE_DEHYDROGENASE_COMPLEX	GOCC_MITOCHONDRIAL_ALPHA_KETOGLUTARATE_DEHYDROGENASE_COMPLEX	2/44	6/16462	0.000104019965237538	0.00375695639152049	0.00244752859382442	BCKDHA/BCKDHB	2	7
GOMF_ANDROSTAN_3_ALPHA_17_BETA_DIOL_DEHYDROGENASE_ACTIVITY	GOMF_ANDROSTAN_3_ALPHA_17_BETA_DIOL_DEHYDROGENASE_ACTIVITY	2/44	7/16462	0.000145380390680015	0.00460712939495543	0.00300138722798399	AKR1C2/AKR1C1	2	7
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR	2/44	7/16462	0.000145380390680015	0.00460712939495543	0.00300138722798399	BCKDHA/BCKDHB	2	7
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	4/44	101/16462	0.0001500693613992	0.00460712939495543	0.00300138722798399	NDUFA8/NDUFA4/ETFDH/GPD2	4	7
GOBP_AMINOGLYCOSIDE_ANTIBIOTIC_METABOLIC_PROCESS	GOBP_AMINOGLYCOSIDE_ANTIBIOTIC_METABOLIC_PROCESS	2/44	8/16462	0.000193511056531445	0.00516590385696989	0.00336540967880775	AKR1C2/AKR1C1	2	7
GOBP_NUCLEOSIDE_SALVAGE	GOBP_NUCLEOSIDE_SALVAGE	2/44	8/16462	0.000193511056531445	0.00516590385696989	0.00336540967880775	PRTFDC1/APRT	2	7
GOMF_ALDITOL_NADPPLUS_1_OXIDOREDUCTASE_ACTIVITY	GOMF_ALDITOL_NADPPLUS_1_OXIDOREDUCTASE_ACTIVITY	2/44	8/16462	0.000193511056531445	0.00516590385696989	0.00336540967880775	AKR1C2/AKR1C1	2	7
GOBP_POLYKETIDE_METABOLIC_PROCESS	GOBP_POLYKETIDE_METABOLIC_PROCESS	2/44	9/16462	0.000248377123867476	0.00586552130979348	0.0038211865210381	AKR1C2/AKR1C1	2	7
GOCC_DIHYDROLIPOYL_DEHYDROGENASE_COMPLEX	GOCC_DIHYDROLIPOYL_DEHYDROGENASE_COMPLEX	2/44	9/16462	0.000248377123867476	0.00586552130979348	0.0038211865210381	BCKDHA/BCKDHB	2	7
GOMF_BILE_ACID_BINDING	GOMF_BILE_ACID_BINDING	2/44	9/16462	0.000248377123867476	0.00586552130979348	0.0038211865210381	AKR1C2/AKR1C1	2	7
GOCC_NADH_DEHYDROGENASE_COMPLEX	GOCC_NADH_DEHYDROGENASE_COMPLEX	3/44	47/16462	0.000266099415729742	0.00605129782437265	0.00394221356636655	NDUFA8/NDUFA4/FOXRED1	3	7
GOBP_PROGESTERONE_METABOLIC_PROCESS	GOBP_PROGESTERONE_METABOLIC_PROCESS	2/44	10/16462	0.000309943884332621	0.00613888854774934	0.00399927592687253	AKR1C2/AKR1C1	2	7
GOBP_PURINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	GOBP_PURINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	2/44	10/16462	0.000309943884332621	0.00613888854774934	0.00399927592687253	PRTFDC1/APRT	2	7
GOBP_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	GOBP_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	2/44	10/16462	0.000309943884332621	0.00613888854774934	0.00399927592687253	PRTFDC1/APRT	2	7
GOMF_17_BETA_HYDROXYSTEROID_DEHYDROGENASE_NADPPLUS_ACTIVITY	GOMF_17_BETA_HYDROXYSTEROID_DEHYDROGENASE_NADPPLUS_ACTIVITY	2/44	10/16462	0.000309943884332621	0.00613888854774934	0.00399927592687253	AKR1C2/AKR1C1	2	7
GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE	GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE	2/44	11/16462	0.000378176759716435	0.00707333734366218	0.00460803735743464	PRTFDC1/APRT	2	7
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS	3/44	53/16462	0.000380163081988358	0.00707333734366218	0.00460803735743464	AKR1C2/AKR1C1/CRAT	3	7
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	4/44	135/16462	0.000455349188428617	0.00822307063809327	0.00535704927563079	NDUFA8/NDUFA4/FOXRED1/GRPEL1	4	7
GOBP_ELECTRON_TRANSPORT_CHAIN	GOBP_ELECTRON_TRANSPORT_CHAIN	4/44	138/16462	0.000494798526194769	0.00846122244754844	0.00551219703423351	NDUFA8/NDUFA4/ETFDH/GPD2	4	7
GOMF_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING	GOMF_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING	3/44	58/16462	0.000496097733081016	0.00846122244754844	0.00551219703423351	CYB5R1/AGPS/ETFDH	3	7
GOMF_17_BETA_HYDROXYSTEROID_DEHYDROGENASE_NADPLUS_ACTIVITY	GOMF_17_BETA_HYDROXYSTEROID_DEHYDROGENASE_NADPLUS_ACTIVITY	2/44	13/16462	0.000534503190589275	0.0088567661904059	0.00576988025433609	AKR1C2/AKR1C1	2	7
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS	GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS	3/44	60/16462	0.000548138624161928	0.0088567661904059	0.00576988025433609	AKR1C2/AKR1C1/GPD2	3	7
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	2/44	14/16462	0.000622528236585704	0.00932273993325908	0.00607344621059223	PRTFDC1/APRT	2	7
GOMF_D_THREO_ALDOSE_1_DEHYDROGENASE_ACTIVITY	GOMF_D_THREO_ALDOSE_1_DEHYDROGENASE_ACTIVITY	2/44	14/16462	0.000622528236585704	0.00932273993325908	0.00607344621059223	AKR1C2/AKR1C1	2	7
GOMF_ESTRADIOL_17_BETA_DEHYDROGENASE_ACTIVITY	GOMF_ESTRADIOL_17_BETA_DEHYDROGENASE_ACTIVITY	2/44	14/16462	0.000622528236585704	0.00932273993325908	0.00607344621059223	AKR1C2/AKR1C1	2	7
GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS	GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS	2/44	15/16462	0.000717082377676712	0.0104830614260357	0.00682935597787345	PRTFDC1/APRT	2	7
GOMF_ALCOHOL_DEHYDROGENASE_NADPPLUS_ACTIVITY	GOMF_ALCOHOL_DEHYDROGENASE_NADPPLUS_ACTIVITY	2/44	16/16462	0.00081813168006347	0.0116821593385807	0.00761052725640437	AKR1C2/AKR1C1	2	7
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS	GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS	3/44	70/16462	0.000860662837710312	0.0120101586898666	0.00782420761554829	SUCLA2/FH/ALDH5A1	3	7
GOBP_PURINE_RIBONUCLEOSIDE_METABOLIC_PROCESS	GOBP_PURINE_RIBONUCLEOSIDE_METABOLIC_PROCESS	2/44	17/16462	0.000925642337575478	0.0125157359245267	0.00815357389219984	PRTFDC1/APRT	2	7
